DATE,NY,T_WA
2018-04-08,36.142857142857146,36.142857142857146
2018-04-09,32.642857142857146,32.642857142857146
2018-04-10,33.07142857142857,33.07142857142857
2018-04-11,36.0,36.0
2018-04-12,37.142857142857146,37.142857142857146
2018-04-13,44.92857142857143,44.92857142857143
2018-04-14,54.07142857142857,54.07142857142857
2018-04-15,45.78571428571429,45.78571428571429
2018-04-16,35.153846153846146,35.153846153846146
2018-04-17,43.78571428571429,43.78571428571429
2018-04-18,39.285714285714285,39.285714285714285
2018-04-19,41.0,41.0
2018-04-20,38.42857142857143,38.42857142857143
2018-04-21,39.642857142857146,39.642857142857146
2018-04-22,44.35714285714285,44.35714285714285
2018-04-23,46.14285714285714,46.14285714285714
2018-04-24,48.0,48.0
2018-04-25,52.78571428571429,52.78571428571429
2018-04-26,53.07142857142857,53.07142857142857
2018-04-27,52.714285714285715,52.714285714285715
2018-04-28,48.57142857142857,48.57142857142857
2018-04-29,52.64285714285714,52.64285714285714
2018-04-30,45.78571428571429,45.78571428571429
2018-05-01,46.07142857142857,46.07142857142857
2018-05-02,56.5,56.5
2018-05-03,68.78571428571429,68.78571428571429
2018-05-04,69.14285714285714,69.14285714285714
2018-05-05,67.28571428571429,67.28571428571429
2018-05-06,62.5,62.5
2018-05-07,59.214285714285715,59.214285714285715
2018-05-08,56.35714285714285,56.35714285714285
2018-05-09,56.42857142857143,56.42857142857143
2018-05-10,60.42857142857143,60.42857142857143
2018-05-11,60.57142857142857,60.57142857142857
2018-05-12,55.14285714285714,55.14285714285714
2018-05-13,51.28571428571429,51.28571428571429
2018-05-14,52.714285714285715,52.714285714285715
2018-05-15,60.5,60.5
2018-05-16,63.714285714285715,63.714285714285715
2018-05-17,58.714285714285715,58.714285714285715
2018-05-18,62.0,62.0
2018-05-19,57.28571428571429,57.28571428571429
2018-05-20,53.14285714285714,53.14285714285714
2018-05-21,62.35714285714285,62.35714285714285
2018-05-22,61.35714285714285,61.35714285714285
2018-05-23,59.14285714285714,59.14285714285714
2018-05-24,65.35714285714286,65.35714285714286
2018-05-25,64.35714285714286,64.35714285714286
2018-05-26,69.57142857142857,69.57142857142857
2018-05-27,72.28571428571429,72.28571428571429
2018-05-28,63.57142857142857,63.57142857142857
2018-05-29,63.78571428571429,63.78571428571429
2018-05-30,69.85714285714286,69.85714285714286
2018-05-31,67.14285714285714,67.14285714285714
2018-06-01,67.28571428571429,67.28571428571429
2018-06-02,72.71428571428571,72.71428571428571
2018-06-03,69.0,69.0
2018-06-04,59.714285714285715,59.714285714285715
2018-06-05,57.92857142857143,57.92857142857143
2018-06-06,58.57142857142857,58.57142857142857
2018-06-07,58.35714285714285,58.35714285714285
2018-06-08,60.78571428571429,60.78571428571429
2018-06-09,64.92857142857143,64.92857142857143
2018-06-10,65.85714285714286,65.85714285714286
2018-06-11,62.42857142857143,62.42857142857143
2018-06-12,60.78571428571429,60.78571428571429
2018-06-13,61.78571428571429,61.78571428571429
2018-06-14,67.42857142857143,67.42857142857143
2018-06-15,67.5,67.5
2018-06-16,64.07142857142857,64.07142857142857
2018-06-17,67.42857142857143,67.42857142857143
2018-06-18,71.0,71.0
2018-06-19,77.35714285714286,77.35714285714286
2018-06-20,71.42857142857143,71.42857142857143
2018-06-21,67.07142857142857,67.07142857142857
2018-06-22,66.78571428571429,66.78571428571429
2018-06-23,64.21428571428571,64.21428571428571
2018-06-24,63.0,63.0
2018-06-25,68.21428571428571,68.21428571428571
2018-06-26,65.64285714285714,65.64285714285714
2018-06-27,63.0,63.0
2018-06-28,66.5,66.5
2018-06-29,71.85714285714286,71.85714285714286
2018-06-30,76.21428571428571,76.21428571428571
2018-07-01,77.85714285714286,77.85714285714286
2018-07-02,82.64285714285714,82.64285714285714
2018-07-03,81.78571428571429,81.78571428571429
2018-07-04,79.07142857142857,79.07142857142857
2018-07-05,78.92857142857143,78.92857142857143
2018-07-06,80.42857142857143,80.42857142857143
2018-07-07,70.42857142857143,70.42857142857143
2018-07-08,64.71428571428571,64.71428571428571
2018-07-09,68.0,68.0
2018-07-10,72.69230769230771,72.69230769230771
2018-07-11,75.69230769230771,75.69230769230771
2018-07-12,71.61538461538461,71.61538461538461
2018-07-13,69.61538461538461,69.61538461538461
2018-07-14,71.15384615384616,71.15384615384616
2018-07-15,76.46153846153847,76.46153846153847
2018-07-16,76.69230769230771,76.69230769230771
2018-07-17,78.38461538461539,78.38461538461539
2018-07-18,75.38461538461539,75.38461538461539
2018-07-19,69.61538461538461,69.61538461538461
2018-07-20,67.92307692307692,67.92307692307692
2018-07-21,71.0,71.0
2018-07-22,70.23076923076923,70.23076923076923
2018-07-23,72.84615384615384,72.84615384615384
2018-07-24,77.23076923076924,77.23076923076924
2018-07-25,77.64285714285714,77.64285714285714
2018-07-26,74.85714285714286,74.85714285714286
2018-07-27,75.64285714285714,75.64285714285714
2018-07-28,75.5,75.5
2018-07-29,73.21428571428571,73.21428571428571
2018-07-30,71.85714285714286,71.85714285714286
2018-07-31,70.78571428571429,70.78571428571429
2018-08-01,72.5,72.5
