DATE,AR,IL,IN,IA,LA,MI,MN,MS,MO,WI,T_WA
2015-01-01,33.755,23.2295,24.550625,20.7275,44.9075,23.061875,15.957499999999996,41.14,27.32,20.135,25.71759872956363
2015-01-02,38.615,26.221999999999998,30.605,22.82,54.50750000000001,23.64125,11.029999999999998,47.435,34.953125,23.165,29.103093713023256
2015-01-03,43.0025,33.3185,38.49125,28.43375,60.43249999999999,28.338125,19.63625,62.69,37.776875,29.8925,35.66455174193282
2015-01-04,30.875,23.1305,34.038125,9.3875,48.9875,26.369375,-5.473750000000003,50.8325,21.779375,19.130000000000006,24.702130152352083
2015-01-05,28.8725,2.894000000000002,11.5775,2.311249999999994,39.56,6.006874999999997,-9.231250000000003,35.075,17.06,-3.1300000000000026,9.73448971864535
2015-01-06,37.76,7.907,15.878749999999995,3.4924999999999957,44.4725,10.267812499999998,-1.5587500000000034,39.1175,25.131875,4.040000000000003,15.245551854704491
2015-01-07,27.635,1.7284999999999933,9.28625,-1.0750000000000028,45.0275,5.441562499999996,-7.9993749999999935,33.6425,12.920000000000002,-0.5350000000000037,9.200557977113133
2015-01-08,21.4925,2.7094999999999985,3.723125,6.248749999999998,30.1925,7.34,1.5406249999999986,20.105,14.16875,0.07249999999999801,8.44806404486171
2015-01-09,28.265,6.529999999999998,13.049375,5.3599999999999985,37.3775,9.2271875,-1.8962499999999949,30.23,19.0175,3.4024999999999928,12.41232094352596
2015-01-10,25.25,10.012999999999998,9.59,9.8825,39.35,8.664687500000003,-0.203125,30.47,20.800625,5.539999999999999,13.452343018611232
2015-01-11,33.26,27.383000000000003,28.709375,17.06,45.5675,22.566875,3.441874999999996,43.49,33.35,21.4025,26.482364796442095
2015-01-12,37.3775,20.624,28.619375,11.682499999999996,52.415,20.3534375,-3.043750000000003,52.04,28.02875,13.7825,23.69853234912045
2015-01-13,33.0125,12.258499999999998,15.20375,3.6725,43.9625,4.724375000000002,-0.7993749999999977,39.26,17.7125,10.145,14.814916414860015
2015-01-14,32.6525,10.548499999999997,12.30125,19.94,38.93,8.718125,16.581875000000004,35.0225,24.45125,12.35,17.53138156849228
2015-01-15,39.7625,25.0115,22.521875,26.5775,43.22,22.7778125,23.748125,36.1625,33.873125,26.3225,28.0239045998434
2015-01-16,39.3575,28.238000000000003,29.435,30.88625,43.55,20.496875,16.93625,37.2575,39.351875,25.46,29.208331747456274
2015-01-17,43.88,37.832,36.978125,40.11125,47.705,27.3396875,28.2875,42.515,46.056875,35.2475,37.113901065541576
2015-01-18,47.21,36.8375,37.14125,35.96,52.7525,34.10375,27.798125,48.5675,44.234375,36.2975,38.53927163982198
2015-01-19,48.3575,32.7155,34.14875,33.13625,51.995,26.09375,23.106875,47.4725,44.285,29.6,34.759876669591904
2015-01-20,45.2525,34.646,37.124375,35.38625000000001,55.205,21.7934375,27.269375,50.63,40.364375,29.2625,35.10607361570952
2015-01-21,44.12750000000001,33.0575,35.25125,32.63,55.745,21.115625,24.54125,47.735,38.868125,27.11,33.54644510115144
2015-01-22,43.025,31.703000000000003,31.83125,29.67125,50.75750000000001,23.2221875,21.59375,46.22,33.175625,27.86,31.791163075599098
2015-01-23,41.2475,30.7805,30.65,31.055,43.5875,28.495625,32.073125,40.9625,32.57375,29.4575,32.57672324916413
2015-01-24,40.01,34.997,31.994375,36.05,44.9225,31.3559375,30.846875,41.2325,40.02125,33.32,35.39575160598684
2015-01-25,46.7825,31.199,33.378125,33.2375,52.57250000000001,19.551875,21.16625,46.6925,42.040625,24.215,32.29425341902249
2015-01-26,44.6225,23.648,22.285625,33.215,52.74500000000001,13.218125,28.011875,46.16,37.754375,20.3375,28.16080576031292
2015-01-27,51.755,29.57,25.649375,33.5975,56.727500000000006,17.07125,29.339375,47.8175,42.265625,25.4225,32.22619760101128
2015-01-28,52.655,29.7725,24.87875,33.44,56.49500000000001,17.29625,27.59,46.085,46.4225,26.6975,32.53345194178121
2015-01-29,49.2575,35.483000000000004,36.82946428571429,33.49625,60.24500000000001,28.0625,23.939375,55.085,42.99125,32.2025,37.21999128913468
2015-01-30,40.775,26.204,28.11875,23.12375,52.0475,15.943437499999998,9.978125,45.41,31.2575,21.0275,26.719601446446447
2015-01-31,45.14,30.2045,28.281875,30.6275,51.8,22.308125,18.2525,43.1375,37.236875,26.21,30.960981792525452
2015-02-01,39.24500000000001,27.5585,32.79875,21.8075,61.40750000000001,14.762187499999996,5.478124999999999,54.155,33.355625,17.487499999999994,27.781158586496534
2015-02-02,25.8575,12.074000000000002,18.741875,4.879999999999996,43.1075,9.314374999999998,1.4675000000000011,37.3775,18.15125,10.4,15.751332455325874
2015-02-03,36.995,18.009500000000006,22.544375,12.064999999999998,41.2175,15.60875,5.697499999999998,34.58,32.444375,11.592499999999998,21.037946157153947
2015-02-04,42.5075,20.282,31.53875,14.708750000000002,47.435,19.8865625,5.298124999999999,40.955,30.09875,15.454999999999998,24.505150246735564
2015-02-05,33.125,6.273499999999999,15.177499999999995,3.245000000000001,49.085,8.068437500000002,3.3237500000000004,41.84,17.065624999999994,6.642500000000003,14.596969714248486
2015-02-06,42.8675,21.8345,23.916875,20.98625,45.5,20.6684375,14.579375,36.44,36.69125,18.2975,25.886718752649568
2015-02-07,48.7625,32.468,37.95125,31.0025,52.5425,27.39875,21.284375,46.16,49.325,27.1475,35.33564332173601
2015-02-08,54.6125,35.096000000000004,45.741875,35.69,62.66,26.015,21.138125,56.6075,53.633750000000006,27.5675,38.79958371053026
2015-02-09,54.3875,25.511,28.79375,29.44625,64.07750000000001,17.026249999999994,20.991875,57.3725,36.325625,20.75,30.844325019681452
2015-02-10,43.8575,24.4355,24.175625,27.5,53.645,15.501071428571427,21.48125,42.1925,34.80125,20.03,27.51583360639293
2015-02-11,46.895,30.164,31.296875,26.49875,54.5225,24.029375,15.1025,44.2325,34.649375,27.4175,31.266048163757347
2015-02-12,38.9975,13.532,21.509375,9.072500000000002,53.1575,9.668749999999996,-1.1368749999999963,41.9975,22.13375,10.535,18.458081207894384
2015-02-13,39.7625,15.9755,19.0625,21.36875,44.84,9.0415625,12.34625,35.4575,30.374375,10.842499999999998,20.425689130193845
2015-02-14,44.574285714285715,16.88,22.150625,16.3175,54.9425,9.902187499999997,-1.609375,45.2675,32.54,10.895,21.256169814543256
2015-02-15,36.8825,7.304000000000002,8.875625,7.002500000000001,55.4225,-5.102499999999999,-1.491250000000008,39.32,16.835,2.492857142857144,11.82540513777095
2015-02-16,26.7575,13.914499999999995,10.45625,16.48625,54.2525,0.04437499999999872,8.808125,40.925,17.016875,13.07,16.189725213114112
2015-02-17,27.7475,17.555,13.392500000000002,15.316249999999995,37.535,10.779687499999998,0.9668749999999982,29.4125,22.7975,13.4675,17.078041595249648
2015-02-18,31.1,6.314,11.294375000000002,4.752500000000001,43.355,7.145937500000002,-7.971250000000005,33.05,15.130624999999998,2.554999999999996,11.498191004792615
2015-02-19,30.1325,0.954500000000003,2.4968749999999997,2.9299999999999957,42.5075,-3.358750000000001,-7.3412500000000085,27.035,10.000625,-3.4600000000000013,6.143281697724581
2015-02-20,30.245,9.945499999999996,6.488214285714282,19.54625,51.88250000000001,-1.9187500000000028,10.0625,34.8275,22.285625,4.497499999999999,14.279795172356572
2015-02-21,42.215,25.484,24.29375,27.4325,65.825,17.555,11.795000000000002,56.27,33.42794642857143,22.295,28.800221732288346
2015-02-22,35.51,16.483999999999998,24.38375,8.329999999999998,57.9725,13.5640625,-7.4706250000000045,45.7925,24.1925,9.904999999999998,19.93400136370712
2015-02-23,25.8125,4.347499999999997,10.21598214285714,3.4925,40.67,-0.05124999999999602,-2.0143750000000007,34.295,13.398124999999995,0.06499999999999773,9.453361845188025
2015-02-24,27.7925,18.2345,13.780625,24.8675,37.2575,14.340312499999996,19.09625,32.1425,26.11625,18.7175,20.97793906536425
2015-02-25,33.755,20.993,23.973125,20.37875,40.1075,10.495625,3.846874999999997,32.795,33.850625,12.920000000000002,21.17389972711484
2015-02-26,31.537142857142854,15.673142857142857,19.2875,5.3825,40.83714285714286,6.23,-1.775714285714287,36.011428571428574,21.8075,8.848571428571429,16.04249931113167
2015-02-27,22.37,4.667000000000002,10.4,-1.0075000000000005,39.59,3.911562499999999,0.921875,34.925,11.676875000000004,7.25,10.522001966377468
2015-02-28,25.88,7.8215,15.305,5.911249999999996,45.8825,11.283124999999998,6.946249999999999,44.7875,20.395625,7.969999999999999,15.939468514142165
2015-03-01,34.385,19.7915,24.96875,20.1875,54.80750000000001,18.336875,15.288124999999996,52.22,27.01625,19.205,25.391933977962058
2015-03-02,37.3775,21.983,23.39053571428571,19.8725,56.2475,21.7653125,15.321875,50.88500000000001,28.43375,20.525,26.686897584753694
2015-03-03,39.2675,30.6005,33.31625,27.73625,62.71249999999999,23.309375,19.945625,58.8425,38.76125,27.0875,33.3224539505857
2015-03-04,37.985,19.733,28.8725,13.932499999999996,68.39,21.4053125,0.7025000000000006,66.5675,26.465,16.4075,26.234634341183614
