DATE,NC,SC,T_WA
2018-07-11,81.545,84.965,82.67110023356445
2018-07-12,78.8945,83.12,80.28582647278553
2018-07-13,78.071,80.07499999999997,78.73085522457986
2018-07-14,77.513,81.425,78.80110061804214
2018-07-15,79.3445,81.5075,80.05670900736838
2018-07-16,79.0025,80.13499999999998,79.37539722646541
2018-07-17,79.35049999999998,79.61,79.43594532473975
2018-07-18,79.2185,81.04250000000002,79.81908679123438
2018-07-19,76.964,79.445,77.78091657294543
2018-07-20,76.0867142857143,78.685,76.94224941721262
2018-07-21,76.0325,78.78714285714288,76.93951870316235
2018-07-22,75.5015,78.2525,76.40731922296366
2018-07-23,73.84292857142857,76.50642857142857,74.71993675040486
2018-07-24,74.69878571428572,78.48392857142858,75.94511619835103
2018-07-25,75.20642857142856,78.31321428571428,76.22939702712793
2018-07-26,77.612,78.875,78.0278668406409
2018-07-27,79.61514285714286,81.66,80.28845107532337
2018-07-28,78.6695,81.4625,79.58914852407763
2018-07-29,76.21057142857143,79.54249999999998,77.30767246439181
2018-07-30,76.03807142857143,78.62285714285713,76.88916142756884
2018-07-31,75.51757142857143,77.035,76.0172137293618
2018-08-01,76.21185714285716,78.35535714285714,76.91764540327979
2018-08-02,75.23128571428572,77.03542857142857,75.82533416247642
2018-08-03,74.07050000000002,76.5725,74.89433122350242
2018-08-04,77.171,78.5675,77.63082426203881
2018-08-05,79.01599999999998,81.125,79.71042847736473
2018-08-06,78.8765,80.58500000000002,79.43905621317101
2018-08-07,78.971,80.3375,79.42094618981457
2018-08-08,77.19028571428572,81.4925,78.60687182890184
2018-08-09,77.89099999999998,79.73,78.49652582734647
2018-08-10,79.1015,80.44250000000002,79.54304982842396
2018-08-11,78.23750000000003,80.7125,79.0524409585006
2018-08-12,76.84700000000002,80.07499999999997,77.90988057132925
2018-08-13,75.74385714285717,79.09571428571428,76.84752004094081
2018-08-14,75.36328571428572,78.77428571428571,76.48642252618289
2018-08-15,77.999,80.20250000000001,78.72454440487114
2018-08-16,79.574,81.2225,80.1168000687225
2018-08-17,79.30850000000002,81.70249999999999,80.09677016349511
2018-08-18,77.6165,80.00750000000002,78.4037823562727
2018-08-19,77.85050000000003,79.54250000000002,78.4076232734477
2018-08-20,76.95949999999998,81.13250000000002,78.33353984639311
2018-08-21,78.42457142857144,80.96285714285712,79.26035041562126
2018-08-22,76.60399999999998,81.14,78.09756452030652
2018-08-23,71.933,77.795,73.86317531261835
2018-08-24,69.18799999999999,74.9075,71.07125446955315
2018-08-25,72.30199999999998,76.235,73.5970152685991
2018-08-26,75.1955,78.3725,76.24158784854802
2018-08-27,78.29599999999998,79.88,78.81756221344035
2018-08-28,78.96199999999997,80.885,79.59518442957437
2018-08-29,80.015,81.1175,80.37801915424117
2018-08-30,80.654,82.16750000000002,81.15234874371339
2018-08-31,77.68078571428572,81.845,79.05193269667029
