DATE,CA,T_WA
2019-02-09,46.87045454545455,46.87045454545455
2019-02-10,44.09818181818182,44.09818181818182
2019-02-11,44.41590909090909,44.41590909090909
2019-02-12,46.972727272727276,46.972727272727276
2019-02-13,51.1505,51.1505
2019-02-14,52.46272727272728,52.46272727272728
2019-02-15,48.6455,48.6455
2019-02-16,47.2775,47.2775
2019-02-17,44.58909090909091,44.58909090909091
2019-02-18,44.285,44.285
2019-02-19,44.52090909090909,44.52090909090909
2019-02-20,45.08681818181818,45.08681818181818
2019-02-21,44.04772727272727,44.04772727272727
2019-02-22,44.65318181818182,44.65318181818182
2019-02-23,45.81090909090909,45.81090909090909
2019-02-24,49.478,49.478
2019-02-25,51.30090909090909,51.30090909090909
2019-02-26,52.72863636363637,52.72863636363637
2019-02-27,53.82909090909091,53.82909090909091
2019-02-28,54.00363636363636,54.00363636363636
2019-03-01,52.715,52.715
2019-03-02,53.72818181818182,53.72818181818182
2019-03-03,53.95727272727272,53.95727272727272
2019-03-04,52.33727272727273,52.33727272727273
2019-03-05,51.61590909090909,51.61590909090909
2019-03-06,53.3709090909091,53.3709090909091
2019-03-07,50.945,50.945
2019-03-08,48.46727272727273,48.46727272727273
2019-03-09,47.60136363636364,47.60136363636364
2019-03-10,49.26772727272727,49.26772727272727
2019-03-11,51.86136363636364,51.86136363636364
2019-03-12,52.88818181818182,52.88818181818182
2019-03-13,52.79818181818182,52.79818181818182
2019-03-14,52.88409090909091,52.88409090909091
2019-03-15,55.36727272727273,55.36727272727273
2019-03-16,56.90545454545455,56.905454545454546
2019-03-17,59.02454545454545,59.024545454545446
2019-03-18,58.49681818181818,58.49681818181818
2019-03-19,58.01,58.01
2019-03-20,54.30227272727272,54.30227272727272
2019-03-21,52.27318181818182,52.27318181818182
2019-03-22,52.71636363636364,52.71636363636364
2019-03-23,53.84,53.84
2019-03-24,55.35909090909091,55.35909090909092
2019-03-25,55.805,55.805
2019-03-26,56.74181818181819,56.74181818181818
2019-03-27,57.56,57.56
2019-03-28,54.65545454545455,54.655454545454546
2019-03-29,54.40181818181818,54.40181818181818
2019-03-30,57.44954545454546,57.449545454545465
2019-03-31,61.42999999999999,61.43
2019-04-01,62.21545454545455,62.21545454545455
2019-04-02,58.16954545454546,58.169545454545464
2019-04-03,57.38,57.38000000000001
2019-04-04,57.290000000000006,57.29
2019-04-05,56.56454545454545,56.56454545454545
2019-04-06,59.47045454545454,59.47045454545453
2019-04-07,62.81272727272727,62.812727272727265
2019-04-08,64.06454545454545,64.06454545454545
2019-04-09,59.47454545454545,59.47454545454545
2019-04-10,58.21045454545455,58.21045454545455
2019-04-11,56.45136363636364,56.45136363636364
2019-04-12,57.50272727272728,57.50272727272728
2019-04-13,60.575,60.574999999999996
2019-04-14,59.33545454545455,59.33545454545455
2019-04-15,56.14454545454545,56.14454545454546
2019-04-16,56.30136363636363,56.301363636363625
2019-04-17,60.85318181818182,60.85318181818182
2019-04-18,64.72318181818183,64.72318181818183
2019-04-19,63.27499999999999,63.275
2019-04-20,58.74090909090909,58.74090909090909
2019-04-21,58.13272727272727,58.13272727272727
2019-04-22,61.96590909090909,61.96590909090909
2019-04-23,67.03045454545455,67.03045454545455
2019-04-24,67.04272727272728,67.04272727272728
2019-04-25,66.52318181818183,66.52318181818183
2019-04-26,64.805,64.805
2019-04-27,64.59227272727273,64.59227272727273
2019-04-28,63.22590909090909,63.2259090909091
2019-04-29,61.12727272727273,61.12727272727273
2019-04-30,58.43545454545455,58.43545454545455
2019-05-01,59.33954545454546,59.33954545454546
2019-05-02,60.62818181818183,60.62818181818184
2019-05-03,62.18272727272727,62.18272727272727
2019-05-04,61.90863636363636,61.908636363636354
2019-05-05,62.1095,62.1095
2019-05-06,60.33090909090909,60.33090909090908
2019-05-07,61.87181818181818,61.87181818181818
2019-05-08,63.53681818181818,63.53681818181818
2019-05-09,62.54681818181818,62.54681818181818
2019-05-10,61.09045454545455,61.09045454545455
2019-05-11,63.97863636363637,63.978636363636376
2019-05-12,64.81727272727272,64.81727272727272
2019-05-13,64.63727272727273,64.63727272727273
2019-05-14,64.32909090909092,64.32909090909092
2019-05-15,60.06090909090909,60.06090909090909
2019-05-16,57.14545454545454,57.14545454545455
2019-05-17,57.31045454545455,57.31045454545455
2019-05-18,55.895,55.895
2019-05-19,54.90909090909091,54.90909090909091
2019-05-20,57.03636363636363,57.03636363636363
2019-05-21,56.51272727272728,56.512727272727275
2019-05-22,56.0,56.0
2019-05-23,59.975,59.975
2019-05-24,61.88409090909092,61.88409090909092
2019-05-25,60.88181818181819,60.88181818181819
2019-05-26,55.45727272727272,55.45727272727272
2019-05-27,57.80954545454546,57.80954545454546
2019-05-28,62.11727272727273,62.11727272727273
2019-05-29,64.93590909090909,64.93590909090909
2019-05-30,64.31409090909091,64.31409090909091
2019-05-31,63.81772727272727,63.817727272727275
2019-06-01,66.4740909090909,66.4740909090909
2019-06-02,66.22045454545454,66.22045454545454
2019-06-03,67.48454545454545,67.48454545454545
2019-06-04,69.82454545454544,69.82454545454544
2019-06-05,70.38909090909091,70.38909090909091
2019-06-06,67.00999999999999,67.00999999999999
2019-06-07,63.65954545454546,63.65954545454546
2019-06-08,66.69772727272728,66.69772727272728
2019-06-09,71.62454545454545,71.62454545454545
2019-06-10,75.03636363636362,75.03636363636362
2019-06-11,77.2331818181818,77.2331818181818
2019-06-12,74.45954545454545,74.45954545454545
2019-06-13,70.5759090909091,70.5759090909091
2019-06-14,69.59681818181818,69.59681818181818
2019-06-15,68.66272727272728,68.66272727272728
2019-06-16,68.32318181818182,68.32318181818182
2019-06-17,70.43,70.43
2019-06-18,72.61454545454545,72.61454545454545
2019-06-19,73.34409090909091,73.34409090909091
2019-06-20,69.51363636363637,69.51363636363637
2019-06-21,67.12863636363636,67.12863636363636
2019-06-22,69.48090909090911,69.48090909090911
2019-06-23,70.69181818181819,70.69181818181819
2019-06-24,70.36727272727273,70.36727272727273
2019-06-25,68.87,68.87
2019-06-26,67.23909090909092,67.23909090909092
2019-06-27,65.75272727272727,65.75272727272727
2019-06-28,67.41090909090909,67.41090909090909
2019-06-29,69.28863636363637,69.28863636363637
2019-06-30,71.83863636363638,71.83863636363638
2019-07-01,69.73318181818182,69.73318181818182
2019-07-02,70.18454545454546,70.18454545454546
2019-07-03,69.51363636363637,69.51363636363637
2019-07-04,70.3359090909091,70.3359090909091
2019-07-05,71.20318181818183,71.20318181818183
2019-07-06,71.56727272727272,71.56727272727272
2019-07-07,69.68136363636364,69.68136363636364
2019-07-08,68.56454545454545,68.56454545454545
2019-07-09,69.88590909090911,69.88590909090911
2019-07-10,72.01045454545455,72.01045454545455
2019-07-11,72.94590909090908,72.94590909090908
2019-07-12,73.85409090909091,73.85409090909091
2019-07-13,73.59227272727273,73.59227272727273
2019-07-14,73.49409090909091,73.49409090909091
2019-07-15,74.45136363636364,74.45136363636364
2019-07-16,72.49454545454545,72.49454545454545
2019-07-17,73.01545454545455,73.01545454545455
2019-07-18,72.79045454545455,72.79045454545455
2019-07-19,71.58772727272728,71.58772727272728
2019-07-20,71.73227272727273,71.73227272727273
2019-07-21,72.41409090909092,72.41409090909092
2019-07-22,74.0615,74.0615
2019-07-23,76.00999999999998,76.00999999999998
2019-07-24,76.86500000000002,76.86500000000002
2019-07-25,76.3618181818182,76.3618181818182
2019-07-26,75.7031818181818,75.7031818181818
2019-07-27,76.98363636363634,76.98363636363634
2019-07-28,76.325,76.325
2019-07-29,74.18136363636364,74.18136363636364
2019-07-30,72.77000000000002,72.77000000000002
2019-07-31,72.82318181818181,72.82318181818181
2019-08-01,73.16272727272728,73.16272727272728
2019-08-02,73.19136363636362,73.19136363636362
2019-08-03,74.72954545454544,74.72954545454544
2019-08-04,74.5127272727273,74.5127272727273
2019-08-05,74.44454545454545,74.44454545454545
2019-08-06,75.02272727272727,75.02272727272727
2019-08-07,72.70045454545453,72.70045454545453
2019-08-08,71.64090909090909,71.64090909090909
2019-08-09,70.2459090909091,70.2459090909091
2019-08-10,69.1290909090909,69.1290909090909
2019-08-11,69.86545454545455,69.86545454545455
2019-08-12,72.07181818181819,72.07181818181819
2019-08-13,74.04636363636364,74.04636363636364
2019-08-14,75.62136363636364,75.62136363636364
2019-08-15,76.58681818181819,76.58681818181819
2019-08-16,75.49045454545455,75.49045454545455
2019-08-17,73.67409090909092,73.67409090909092
2019-08-18,71.68181818181819,71.68181818181819
2019-08-19,71.33818181818181,71.33818181818181
2019-08-20,72.22590909090908,72.22590909090908
2019-08-21,74.76909090909092,74.76909090909092
2019-08-22,74.30409090909092,74.30409090909092
2019-08-23,75.0245,75.0245
2019-08-24,74.79050000000002,74.79050000000002
2019-08-25,75.56450000000002,75.56450000000002
2019-08-26,77.85090909090908,77.85090909090908
2019-08-27,76.32090909090908,76.32090909090908
2019-08-28,75.72772727272726,75.72772727272726
2019-08-29,75.4959090909091,75.4959090909091
2019-08-30,74.54136363636364,74.54136363636364
2019-08-31,75.245,75.245
2019-09-01,75.7481818181818,75.7481818181818
2019-09-02,75.74409090909091,75.74409090909091
2019-09-03,75.45363636363636,75.45363636363636
2019-09-04,76.00999999999998,76.00999999999998
2019-09-05,75.92818181818183,75.92818181818183
2019-09-06,74.12818181818183,74.12818181818183
2019-09-07,72.34045454545455,72.34045454545455
2019-09-08,68.69545454545454,68.69545454545454
2019-09-09,69.09227272727273,69.09227272727273
2019-09-10,67.57454545454546,67.57454545454546
2019-09-11,68.93954545454545,68.93954545454545
2019-09-12,72.72090909090909,72.72090909090909
2019-09-13,75.5190909090909,75.5190909090909
2019-09-14,75.34727272727272,75.34727272727272
2019-09-15,71.795,71.795
2019-09-16,68.35181818181819,68.35181818181819
2019-09-17,67.44363636363636,67.44363636363636
2019-09-18,66.51227272727272,66.51227272727272
2019-09-19,65.86454545454546,65.86454545454546
2019-09-20,67.3659090909091,67.3659090909091
2019-09-21,69.88181818181818,69.88181818181818
2019-09-22,69.73863636363636,69.73863636363636
2019-09-23,69.68136363636364,69.68136363636364
2019-09-24,74.99136363636364,74.99136363636364
2019-09-25,76.97136363636362,76.97136363636362
2019-09-26,73.38227272727273,73.38227272727273
2019-09-27,67.35363636363637,67.35363636363637
2019-09-28,62.39545454545454,62.39545454545455
2019-09-29,57.21227272727273,57.212272727272726
2019-09-30,57.26409090909091,57.26409090909092
2019-10-01,58.43136363636364,58.43136363636365
2019-10-02,58.77636363636364,58.77636363636365
2019-10-03,62.35863636363637,62.358636363636364
2019-10-04,65.3190909090909,65.3190909090909
2019-10-05,65.99136363636364,65.99136363636364
2019-10-06,68.64636363636365,68.64636363636365
2019-10-07,67.38636363636364,67.38636363636364
2019-10-08,65.95863636363637,65.95863636363637
2019-10-09,62.79350000000001,62.793500000000016
2019-10-10,62.6585,62.6585
2019-10-11,63.0275,63.0275
2019-10-12,60.87772727272727,60.87772727272728
2019-10-13,60.95954545454546,60.95954545454546
2019-10-14,61.05636363636364,61.05636363636365
2019-10-15,61.82681818181819,61.8268181818182
2019-10-16,63.61045454545456,63.610454545454566
2019-10-17,62.0109090909091,62.0109090909091
2019-10-18,61.2240909090909,61.224090909090904
2019-10-19,60.31318181818182,60.31318181818181
2019-10-20,63.26136363636364,63.26136363636364
2019-10-21,68.87136363636364,68.87136363636364
2019-10-22,70.45045454545453,70.45045454545453
2019-10-23,69.99636363636364,69.99636363636364
2019-10-24,72.42227272727273,72.42227272727273
2019-10-25,67.85409090909091,67.85409090909091
2019-10-26,66.16727272727273,66.16727272727273
2019-10-27,58.56800000000001,58.56800000000001
2019-10-28,56.77045454545455,56.77045454545455
2019-10-29,55.06454545454545,55.06454545454545
2019-10-30,55.19136363636363,55.19136363636363
2019-10-31,56.65454545454546,56.65454545454547
2019-11-01,56.86863636363637,56.86863636363637
2019-11-02,59.0495,59.04950000000001
2019-11-03,59.67500000000001,59.67500000000001
2019-11-04,60.07550000000001,60.07550000000002
2019-11-05,59.012,59.012
2019-11-06,58.63250000000001,58.6325
2019-11-07,58.75454545454545,58.75454545454545
2019-11-08,60.21772727272728,60.21772727272728
2019-11-09,61.49545454545455,61.49545454545455
2019-11-10,60.72227272727272,60.72227272727272
2019-11-11,62.06818181818181,62.068181818181806
2019-11-12,59.65454545454546,59.65454545454547
2019-11-13,58.13681818181818,58.13681818181817
2019-11-14,59.88363636363636,59.88363636363636
2019-11-15,59.04909090909091,59.04909090909091
2019-11-16,61.23363636363637,61.233636363636364
2019-11-17,63.455,63.455000000000005
2019-11-18,63.12636363636364,63.126363636363635
2019-11-19,59.77727272727273,59.777272727272724
2019-11-20,54.59,54.59
2019-11-21,54.21363636363637,54.21363636363637
2019-11-22,53.21818181818182,53.21818181818182
2019-11-23,58.03181818181818,58.03181818181819
2019-11-24,54.72909090909091,54.72909090909091
2019-11-25,52.07545454545455,52.07545454545455
2019-11-26,47.82772727272727,47.82772727272727
2019-11-27,45.18090909090909,45.18090909090909
2019-11-28,42.894090909090906,42.894090909090906
2019-11-29,42.78363636363636,42.78363636363636
2019-11-30,44.54272727272728,44.54272727272728
2019-12-01,49.595,49.595
2019-12-02,53.25636363636363,53.25636363636363
2019-12-03,53.40363636363636,53.40363636363636
2019-12-04,52.70409090909091,52.70409090909091
