DATE,TX,T_WA
2018-04-16,65.605,65.605
2018-04-17,73.42125000000001,73.42125000000001
2018-04-18,70.30625,70.30625
2018-04-19,65.32000000000001,65.32000000000001
2018-04-20,61.62000000000001,61.62000000000001
2018-04-21,65.22,65.22
2018-04-22,62.94375,62.94375
2018-04-23,65.92750000000001,65.92750000000001
2018-04-24,70.6625,70.6625
2018-04-25,63.9175,63.9175
2018-04-26,62.39916666666666,62.39916666666665
2018-04-27,66.0375,66.0375
2018-04-28,68.93,68.93
2018-04-29,70.59,70.59
2018-04-30,71.35875,71.35875
2018-05-01,75.38166666666667,75.38166666666667
2018-05-02,78.4025,78.4025
2018-05-03,76.57,76.57
2018-05-04,70.5575,70.5575
2018-05-05,71.81791666666669,71.81791666666669
2018-05-06,73.53875,73.53875
2018-05-07,76.14875,76.14875
2018-05-08,78.0325,78.0325
2018-05-09,79.13904761904762,79.13904761904762
2018-05-10,79.17035714285714,79.17035714285714
2018-05-11,79.72,79.72
2018-05-12,80.66625,80.66625
2018-05-13,80.99,80.99
2018-05-14,79.79249999999998,79.79249999999998
2018-05-15,78.47125,78.47125
2018-05-16,78.52625,78.52625
2018-05-17,80.39250000000001,80.39250000000001
2018-05-18,80.85874999999999,80.85874999999999
2018-05-19,79.68625,79.68625
2018-05-20,73.80571428571429,73.80571428571429
2018-05-21,74.41,74.41
2018-05-22,77.44500000000002,77.44500000000002
2018-05-23,78.28755952380953,78.28755952380953
2018-05-24,79.59375,79.59375
2018-05-25,80.83714285714284,80.83714285714284
2018-05-26,83.9025,83.9025
2018-05-27,84.6383333333333,84.6383333333333
2018-05-28,82.0979761904762,82.0979761904762
2018-05-29,82.07809523809523,82.07809523809523
2018-05-30,84.97,84.97
2018-05-31,85.535,85.535
2018-06-01,86.59875,86.59875
2018-06-02,86.41691176470587,86.41691176470587
2018-06-03,83.0935294117647,83.0935294117647
2018-06-04,79.87338235294119,79.87338235294119
2018-06-05,85.17014705882353,85.17014705882353
2018-06-06,86.47749999999998,86.47749999999998
2018-06-07,85.66749999999998,85.66749999999998
2018-06-08,84.09375,84.09375
2018-06-09,84.08785714285716,84.08785714285716
2018-06-10,84.85875000000001,84.85875000000001
2018-06-11,86.29500000000002,86.29500000000002
2018-06-12,85.82575,85.82575000000001
2018-06-13,84.98849999999999,84.98849999999999
2018-06-14,84.57124999999998,84.57124999999998
2018-06-15,84.245,84.245
2018-06-16,83.41833333333331,83.41833333333331
2018-06-17,81.27625,81.27625
2018-06-18,81.34875000000002,81.34875000000002
2018-06-19,79.70666666666666,79.70666666666666
2018-06-20,80.39,80.39
