DATE,AL,GA,T_WA
2019-10-18,58.865,56.795,57.44894299952682
2019-10-19,63.11749999999999,60.29375,61.18581354826757
2019-10-20,66.26750000000001,65.345,65.63643111935434
2019-10-21,70.1375,67.25750000000001,68.16733373847211
2019-10-22,67.4825,70.385,69.4680581854461
2019-10-23,56.885,57.065,57.0081353913455
2019-10-24,59.6075,58.7975,59.05339073894528
2019-10-25,71.7575,66.4475,68.12500595530794
2019-10-26,75.515,70.44125,72.0441211564489
2019-10-27,63.6125,69.55250000000001,67.6759679144013
2019-10-28,61.00249999999999,62.69,62.156894293864
2019-10-29,67.8875,66.79624999999999,67.14099168996793
2019-10-30,73.625,70.76750000000001,71.6702256623903
2019-10-31,58.4825,69.08,65.73209616546593
2019-11-01,45.4775,47.1875,46.64728621778219
2019-11-02,48.6275,48.50375,48.54284441844997
2019-11-03,49.145,48.80750000000001,48.91412114122721
2019-11-04,57.155,51.82250000000001,53.50711403138976
2019-11-05,65.14250000000001,60.8,62.17185868378997
2019-11-06,62.375,59.36,60.31248219496298
2019-11-07,62.99000000000001,59.0,60.2604988251749
2019-11-08,54.3875,54.635,54.55681116310006
2019-11-09,48.65000000000001,43.86875000000001,45.37921616738534
2019-11-10,50.63,47.39,48.41356295578111
2019-11-11,55.96250000000001,50.83625,52.455706667306465
2019-11-12,44.6,48.61625,47.347458419396325
2019-11-13,37.2425,35.56625,36.09580166809509
2019-11-14,43.4525,41.6975,42.25192993438144
2019-11-15,45.5,47.3075,46.736484554761
2019-11-16,48.7625,48.425,48.5316211412272
2019-11-17,50.1125,51.13625,50.81283253827749
2019-11-18,49.01,52.68875,51.526579560623524
2019-11-19,51.2375,50.821250000000006,50.95274940751355
2019-11-20,53.0825,50.68625,51.443260102713126
2019-11-21,56.255,51.4175,52.94573635758985
2019-11-22,58.67,55.50125,56.502304048188705
2019-11-23,62.645,63.33500000000001,63.117019000157725
2019-11-24,49.977500000000006,50.135,50.085243467427304
2019-11-25,47.84,46.20875,46.72408551593147
