DATE,DE,NJ,OH,VA,WV,T_WA
2015-06-26,72.5,71.9825,69.2675,73.92500000000003,72.725,71.56455421987833
2015-06-27,71.5,68.84,64.8725,73.08875,68.59062500000002,68.59000808475477
2015-06-28,68.0,71.9225,64.34,73.2275,64.81625,68.971738898853
2015-06-29,72.5,72.1175,63.35375,71.81375,65.136875,68.44128863670484
2015-06-30,71.0,76.31,69.18,78.3882142857143,69.98214285714286,73.73363430189785
2015-07-01,75.0,77.6075,67.79,75.52625,67.39250000000001,72.79560570909074
2015-07-02,77.0,71.8475,67.20875,74.03,66.4025,70.58199885003539
2015-07-03,70.0,71.73500000000001,66.19624999999999,71.58875,67.44312500000001,69.37020422090194
2015-07-04,71.5,72.635,68.25125,75.01625000000001,69.929375,71.47818039460941
2015-07-05,73.5,74.75,69.08000000000001,74.18375,67.870625,72.0939201015202
2015-07-06,74.0,75.44750000000002,73.21625,75.7175,70.1375,74.35871503891103
2015-07-07,79.5,83.12,73.38874999999999,78.53375,72.3875,77.60886628608257
2015-07-08,81.5,81.005,65.12,79.31375,71.2625,74.1936883524139
2015-07-09,82.5,77.33,69.22428571428571,83.47857142857143,75.15285714285714,76.03940864897271
2015-07-10,80.0,77.8775,68.99000000000001,80.3375,72.63499999999998,75.04692839934904
2015-07-11,77.5,77.02250000000002,69.81125,74.71625,71.63374999999998,73.4717982429802
2015-07-12,76.5,77.60750000000002,69.78125,74.78,69.490625,73.48983838661637
2015-07-13,75.0,76.97749999999998,70.86125000000001,75.065,72.29750000000001,73.89867571915732
2015-07-14,75.5,77.63,73.52000000000002,77.53125,70.08125000000001,75.60671267191819
2015-07-15,79.5,76.73,68.10875000000001,77.99,69.35,73.57530789920033
2015-07-16,74.0,71.24,65.9,73.08125000000003,70.93625,69.84192209348622
2015-07-17,71.0,72.005,73.56875,74.41999999999999,75.2,73.37417669263871
2015-07-18,71.5,78.125,79.23500000000001,78.75500000000002,77.8775,78.48447779441165
2015-07-19,80.0,84.4925,78.1175,81.24125000000002,77.050625,80.72813074082242
2015-07-20,83.5,85.805,75.59,82.38125000000002,76.72999999999998,80.5611457032456
2015-07-21,85.5,81.7475,74.01500000000001,81.02000000000002,74.05250000000002,78.39880313391829
2015-07-22,81.5,77.02250000000002,69.2225,77.61500000000002,71.526875,74.14836109565249
2015-07-23,74.5,75.875,70.7825,75.00125,69.8675,73.39357073764805
2015-07-24,73.0,75.74,73.47874999999998,75.93875,70.098125,74.56298323803631
2015-07-25,73.5,76.28,75.8075,76.01,71.54375,75.68316326850204
2015-07-26,74.0,78.7325,75.5,77.7425,73.698125,76.85422109116746
2015-07-27,78.0,77.63,75.87125,78.21875,75.396875,77.02839733153853
